
 1, 1
 2, 1
 3, 0
 4, 1
 5, 2
 6, 3
 7, 4
 8, 5
 9, 6
 10, 6
 11, 6
 12, 6
 13, 6
 14, 6
 15, 6
 16, 6
 17, 7
 18, 7
 19, 7
 20, 7
 21, 7
 22, 7
 23, 7
 24, 7
 25, 7
 26, 8
 27, 8
 28, 8
 29, 9
 30, 9
 31, 10
 32, 10
 33, 10
 34, 10
 35, 10
 36, 10
 37, 11
 38, 11
 39, 12
 40, 12
 41, 12
 42, 12
 43, 12
 44, 12
 45, 13
 46, 13
 47, 12
 48, 13
 49, 12
 50, 13
 51, 13
 52, 13
 53, 12
 54, 13
 55, 13
 56, 13
 57, 13
 58, 13
 59, 13
 60, 13
 61, 13
 62, 14
 63, 13
 64, 13
 65, 12
 66, 13
 67, 14
 68, 14
 69, 15
 70, 14
 71, 15
 72, 13
 73, 13
 74, 13
 75, 14
 76, 14
 77, 11
 78, 12
 79, 11
 80, 10
 81, 9
 82, 9
 83, 10
 84, 10
 85, 10
 86, 10
 87, 10
 88, 10
 89, 10
 90, 10
 91, 11
 92, 10
 93, 11
 94, 11
 95, 10
 96, 11
 97, 11
 98, 11
 99, 11
 100, 12
 101, 12
 102, 12
 103, 12
 104, 11
 105, 12
 106, 12
 107, 12
 108, 12
 109, 12
 110, 11
 111, 12
 112, 11
 113, 11
 114, 11
 115, 12
 116, 13
 117, 14
 118, 14
 119, 16
 120, 17
 121, 18
 122, 19
 123, 18
 124, 18
 125, 19
 126, 19
 127, 18
 128, 20
 129, 20
 130, 19
 131, 20
 132, 20
 133, 21
 134, 20
 135, 20
 136, 19
 137, 18
 138, 18
 139, 18
 140, 18
 141, 18
 142, 18
 143, 18
 144, 18
 145, 19
 146, 19
 147, 20
 148, 20
 149, 14
 150, 17
 151, 16
 152, 17
 153, 17
 154, 18
 155, 18
 156, 18
 157, 23
 158, 21
 159, 22
 160, 20
 161, 19
 162, 18
 163, 18
 164, 17
 165, 16
 166, 17
 167, 17
 168, 17
 169, 17
 170, 16
 171, 17
 172, 16
 173, 17
 174, 17
 175, 17
 176, 17
 177, 17
 178, 17
 179, 17
 180, 17
 181, 17
 182, 18
 183, 17
 184, 18
 185, 18
 186, 17
 187, 20
 188, 19
 189, 18
 190, 16
 191, 16
 192, 17
 193, 18
 194, 18
 195, 17
 196, 16
 197, 16
 198, 14
 199, 14
 200, 13
 201, 12
 202, 12
 203, 13
 204, 13
 205, 15
 206, 17
 207, 17
 208, 16
 209, 15
 210, 15
 211, 15
 212, 16
 213, 16
 214, 20
 215, 19
 216, 19
 217, 19
 218, 18
 219, 18
 220, 19
 221, 18
 222, 16
 223, 14
 224, 15
 225, 15
 226, 18
 227, 19
 228, 20
 229, 20
 230, 21
 231, 20
 232, 19
 233, 19
 234, 19
 235, 20
 236, 21
 237, 22
 238, 23
 239, 26
 240, 26
 241, 27
 242, 28
 243, 30
 244, 31
 245, 34
 246, 35
 247, 40
 248, 41
 249, 44
 250, 47
 251, 49
 252, 53
 253, 54
 254, 56
 255, 60
 256, 61
 257, 60
 258, 62
 259, 62
 260, 61
 261, 58
 262, 57
 263, 56
 264, 54
 265, 53
 266, 50
 267, 48
 268, 48
 269, 48
 270, 50
 271, 51
 272, 54
 273, 54
 274, 54
 275, 55
 276, 55
 277, 57
 278, 57
 279, 58
 280, 56
 281, 55
 282, 55
 283, 54
 284, 53
 285, 54
 286, 52
 287, 53
 288, 48
 289, 46
 290, 46
 291, 45
 292, 45
 293, 45
 294, 43
 295, 43
 296, 41
 297, 40
 298, 39
 299, 36
 300, 34
 301, 34
 302, 33
 303, 31
 304, 32
 305, 35
 306, 37
 307, 38
 308, 38
 309, 38
 310, 37
 311, 37
 312, 40
 313, 46
 314, 46
 315, 48
 316, 48
 317, 48
 318, 49
 319, 49
 320, 49
 321, 51
 322, 52
 323, 54
 324, 55
 325, 59
 326, 60
 327, 62
 328, 63
 329, 66
 330, 69
 331, 73
 332, 74
 333, 73
 334, 72
 335, 73
 336, 73
 337, 74
 338, 76
 339, 73
 340, 74
 341, 73
 342, 73
 343, 72
 344, 71
 345, 72
 346, 73
 347, 73
 348, 70
 349, 71
 350, 71
 351, 71
 352, 72
 353, 71
 354, 65
 355, 65
 356, 61
 357, 60
 358, 58
 359, 58
 360, 58
 361, 59
 362, 53
 363, 52
 364, 53
 365, 51
 366, 52
 367, 50
 368, 50
 369, 50
 370, 49
 371, 50
 372, 48
 373, 46
 374, 46
 375, 44
 376, 45
 377, 46
 378, 44
 379, 42
 380, 40
 381, 40
 382, 40
 383, 37
 384, 37
 385, 38
 386, 37
 387, 35
 388, 36
 389, 38
 390, 36
 391, 37
 392, 38
 393, 38
 394, 37
 395, 34
 396, 34
 397, 34
 398, 34
 399, 34
 400, 34
 401, 34
 402, 35
