
 1, 1
 2, 1
 3, 1
 4, 2
 5, 3
 6, 4
 7, 6
 8, 7
 9, 6
 10, 6
 11, 6
 12, 7
 13, 7
 14, 8
 15, 8
 16, 8
 17, 9
 18, 9
 19, 10
 20, 11
 21, 11
 22, 12
 23, 13
 24, 13
 25, 13
 26, 13
 27, 13
 28, 13
 29, 13
 30, 13
 31, 13
 32, 13
 33, 13
 34, 13
 35, 13
 36, 14
 37, 14
 38, 15
 39, 15
 40, 15
 41, 16
 42, 17
 43, 18
 44, 19
 45, 20
 46, 21
 47, 20
 48, 20
 49, 19
 50, 19
 51, 19
 52, 19
 53, 19
 54, 19
 55, 19
 56, 19
 57, 19
 58, 18
 59, 18
 60, 18
 61, 18
 62, 19
 63, 20
 64, 21
 65, 21
 66, 21
 67, 21
 68, 21
 69, 21
 70, 21
 71, 21
 72, 21
 73, 22
 74, 22
 75, 22
 76, 22
 77, 22
 78, 22
 79, 22
 80, 22
 81, 21
 82, 21
 83, 21
 84, 22
 85, 22
 86, 23
 87, 23
 88, 23
 89, 23
 90, 23
 91, 23
 92, 23
 93, 23
 94, 23
 95, 23
 96, 23
 97, 23
 98, 23
 99, 23
 100, 23
 101, 23
 102, 23
 103, 23
 104, 23
 105, 22
 106, 22
 107, 23
 108, 24
 109, 24
 110, 25
 111, 26
 112, 26
 113, 27
 114, 28
 115, 29
 116, 30
 117, 30
 118, 30
 119, 30
 120, 29
 121, 28
 122, 28
 123, 29
 124, 30
 125, 30
 126, 31
 127, 32
 128, 32
 129, 32
 130, 32
 131, 33
 132, 34
 133, 34
 134, 35
 135, 36
 136, 36
 137, 39
 138, 39
 139, 40
 140, 41
 141, 41
 142, 42
 143, 43
 144, 43
 145, 45
 146, 46
 147, 47
 148, 48
 149, 50
 150, 51
 151, 53
 152, 53
 153, 57
 154, 58
 155, 59
 156, 61
 157, 63
 158, 65
 159, 67
 160, 67
 161, 70
 162, 71
 163, 73
 164, 75
 165, 77
 166, 80
 167, 81
 168, 82
 169, 86
 170, 87
 171, 88
 172, 90
 173, 92
 174, 94
 175, 96
 176, 96
 177, 96
 178, 98
 179, 100
 180, 101
 181, 101
 182, 103
 183, 107
 184, 109
 185, 112
 186, 114
 187, 117
 188, 121
 189, 125
 190, 128
 191, 130
 192, 131
 193, 128
 194, 132
 195, 137
 196, 141
 197, 145
 198, 149
 199, 154
 200, 157
 201, 163
 202, 165
 203, 168
 204, 169
 205, 171
 206, 173
 207, 177
 208, 180
 209, 186
 210, 189
 211, 193
 212, 195
 213, 197
 214, 199
 215, 203
 216, 205
 217, 211
 218, 215
 219, 220
 220, 225
 221, 229
 222, 232
 223, 236
 224, 239
 225, 243
 226, 242
 227, 242
 228, 245
 229, 248
 230, 251
 231, 252
 232, 252
 233, 252
 234, 253
 235, 254
 236, 255
 237, 255
 238, 255
 239, 255
 240, 254
 241, 254
 242, 254
 243, 254
 244, 254
 245, 254
 246, 254
 247, 254
 248, 254
 249, 254
 250, 254
 251, 254
 252, 254
 253, 254
 254, 254
 255, 254
 256, 254
 257, 254
 258, 254
 259, 254
 260, 254
 261, 254
 262, 254
 263, 254
 264, 254
 265, 254
 266, 254
 267, 254
 268, 254
 269, 254
 270, 254
 271, 254
 272, 254
 273, 254
 274, 254
 275, 254
 276, 254
 277, 254
 278, 254
 279, 254
 280, 254
 281, 254
 282, 254
 283, 254
 284, 254
 285, 254
 286, 254
 287, 254
 288, 254
 289, 254
 290, 254
 291, 254
 292, 254
 293, 254
 294, 254
 295, 254
 296, 254
 297, 254
 298, 254
 299, 254
 300, 254
 301, 254
 302, 254
 303, 254
 304, 254
 305, 254
 306, 254
 307, 254
 308, 254
 309, 254
 310, 254
 311, 254
 312, 254
 313, 254
 314, 254
 315, 254
 316, 254
 317, 254
 318, 254
 319, 254
 320, 254
 321, 254
 322, 254
 323, 254
 324, 254
 325, 254
 326, 254
 327, 254
 328, 254
 329, 254
 330, 254
 331, 254
 332, 254
 333, 254
 334, 254
 335, 254
 336, 254
 337, 254
 338, 254
 339, 254
 340, 254
 341, 254
 342, 254
 343, 254
 344, 254
 345, 254
 346, 254
 347, 254
 348, 254
 349, 254
 350, 254
 351, 254
 352, 254
 353, 254
 354, 254
 355, 254
 356, 254
 357, 254
 358, 254
 359, 254
 360, 254
 361, 254
 362, 254
 363, 254
 364, 254
 365, 254
 366, 254
 367, 254
 368, 254
 369, 254
 370, 254
 371, 254
 372, 254
 373, 254
 374, 254
 375, 254
 376, 254
 377, 254
 378, 254
 379, 254
 380, 254
 381, 254
 382, 254
 383, 254
 384, 254
 385, 254
 386, 254
 387, 254
 388, 254
 389, 254
 390, 254
 391, 254
 392, 254
 393, 254
 394, 254
 395, 254
 396, 254
 397, 254
 398, 254
 399, 254
 400, 254
 401, 255
 402, 255
