Record Length,2500,Points,-291.99998244E-6,-176.00001395E-3,,Record Length,2500,Points,-291.99998244E-6,0.0,
Sample Interval,200.00000234E-9,s,-291.79998091E-6,-176.00001395E-3,,Sample Interval,200.00000234E-9,s,-291.79998091E-6,0.0,
Trigger Point,1.4600000E3,Samples,-291.59997939E-6,-168.00001264E-3,,Trigger Point,1.4600000E3,Samples,-291.59997939E-6,79.999998212E-3,
,,,-291.39997787E-6,-176.00001395E-3,,,,,-291.39997787E-6,0.0,
,,,-291.19997635E-6,-176.00001395E-3,,,,,-291.19997635E-6,79.999998212E-3,
,,,-290.99997482E-6,-176.00001395E-3,,,,,-290.99997482E-6,0.0,
Source,CH1,,-290.79997330E-6,-176.00001395E-3,,Source,CH2,,-290.79997330E-6,79.999998212E-3,
Vertical Units,Volts,,-290.59997178E-6,-176.00001395E-3,,Vertical Units,Volts,,-290.59997178E-6,79.999998212E-3,
Vertical Scale,200.00000950E-3,,-290.39997025E-6,-176.00001395E-3,,Vertical Scale,2.0000000,,-290.39997025E-6,79.999998212E-3,
Vertical Offset,0,,-290.19996873E-6,-168.00001264E-3,,Vertical Offset,0,,-290.19996873E-6,79.999998212E-3,
Horizontal Units,s,,-289.99999631E-6,-168.00001264E-3,,Horizontal Units,s,,-289.99999631E-6,0.0,
Horizontal Scale,50.00000058E-6,,-289.79999479E-6,-176.00001395E-3,,Horizontal Scale,50.00000058E-6,,-289.79999479E-6,0.0,
Pt Fmt,Y,,-289.59999327E-6,-168.00001264E-3,,Pt Fmt,Y,,-289.59999327E-6,0.0,
Yzero,-880.000000000E-3,,-289.39999174E-6,-176.00001395E-3,,Yzero,-1.6800000,,-289.39999174E-6,0.0,
Probe Atten,1.000000,,-289.19999022E-6,-168.00001264E-3,,Probe Atten,1.000000,,-289.19999022E-6,79.999998212E-3,
,,,-288.99998870E-6,-176.00001395E-3,,,,,-288.99998870E-6,0.0,
Note,TDS 1002B - 12:58:06 PM   2/13/2018,,-288.79998717E-6,-168.00001264E-3,,Note,TDS 1002B - 12:58:06 PM   2/13/2018,,-288.79998717E-6,79.999998212E-3,
,,,-288.59998565E-6,-168.00001264E-3,,,,,-288.59998565E-6,79.999998212E-3,
,,,-288.39998413E-6,-168.00001264E-3,,,,,-288.39998413E-6,159.99999642E-3,
,,,-288.19998261E-6,-168.00001264E-3,,,,,-288.19998261E-6,0.0,
,,,-287.99998108E-6,-168.00001264E-3,,,,,-287.99998108E-6,0.0,
,,,-287.79997956E-6,-168.00001264E-3,,,,,-287.79997956E-6,0.0,
,,,-287.59997804E-6,-168.00001264E-3,,,,,-287.59997804E-6,0.0,
,,,-287.39997651E-6,-160.00001132E-3,,,,,-287.39997651E-6,-79.999998212E-3,
,,,-287.19997499E-6,-168.00001264E-3,,,,,-287.19997499E-6,79.999998212E-3,
,,,-286.99997347E-6,-168.00001264E-3,,,,,-286.99997347E-6,0.0,
,,,-286.79997195E-6,-168.00001264E-3,,,,,-286.79997195E-6,79.999998212E-3,
,,,-286.59997042E-6,-168.00001264E-3,,,,,-286.59997042E-6,0.0,
,,,-286.39996890E-6,-160.00001132E-3,,,,,-286.39996890E-6,0.0,
,,,-286.19999648E-6,-168.00001264E-3,,,,,-286.19999648E-6,0.0,
,,,-285.99999496E-6,-160.00001132E-3,,,,,-285.99999496E-6,0.0,
,,,-285.79999343E-6,-168.00001264E-3,,,,,-285.79999343E-6,79.999998212E-3,
,,,-285.59999191E-6,-160.00001132E-3,,,,,-285.59999191E-6,79.999998212E-3,
,,,-285.39999039E-6,-160.00001132E-3,,,,,-285.39999039E-6,0.0,
,,,-285.19998887E-6,-160.00001132E-3,,,,,-285.19998887E-6,0.0,
,,,-284.99998734E-6,-160.00001132E-3,,,,,-284.99998734E-6,79.999998212E-3,
,,,-284.79998582E-6,-168.00001264E-3,,,,,-284.79998582E-6,79.999998212E-3,
,,,-284.59998430E-6,-168.00001264E-3,,,,,-284.59998430E-6,0.0,
,,,-284.39998277E-6,-160.00001132E-3,,,,,-284.39998277E-6,79.999998212E-3,
,,,-284.19998125E-6,-152.00001001E-3,,,,,-284.19998125E-6,0.0,
,,,-283.99997973E-6,-160.00001132E-3,,,,,-283.99997973E-6,0.0,
,,,-283.79997821E-6,-144.0000087E-3,,,,,-283.79997821E-6,79.999998212E-3,
,,,-283.59997668E-6,-152.00001001E-3,,,,,-283.59997668E-6,0.0,
,,,-283.39997516E-6,-152.00001001E-3,,,,,-283.39997516E-6,79.999998212E-3,
,,,-283.19997364E-6,-152.00001001E-3,,,,,-283.19997364E-6,79.999998212E-3,
,,,-282.99997211E-6,-160.00001132E-3,,,,,-282.99997211E-6,0.0,
,,,-282.79997059E-6,-152.00001001E-3,,,,,-282.79997059E-6,79.999998212E-3,
,,,-282.59996907E-6,-144.0000087E-3,,,,,-282.59996907E-6,79.999998212E-3,
,,,-282.39999665E-6,-152.00001001E-3,,,,,-282.39999665E-6,0.0,
,,,-282.19999513E-6,-160.00001132E-3,,,,,-282.19999513E-6,0.0,
,,,-281.99999360E-6,-152.00001001E-3,,,,,-281.99999360E-6,79.999998212E-3,
,,,-281.79999208E-6,-152.00001001E-3,,,,,-281.79999208E-6,0.0,
,,,-281.59999056E-6,-144.0000087E-3,,,,,-281.59999056E-6,79.999998212E-3,
,,,-281.39998903E-6,-152.00001001E-3,,,,,-281.39998903E-6,0.0,
,,,-281.19998751E-6,-152.00001001E-3,,,,,-281.19998751E-6,79.999998212E-3,
,,,-280.99998599E-6,-144.0000087E-3,,,,,-280.99998599E-6,79.999998212E-3,
,,,-280.79998447E-6,-152.00001001E-3,,,,,-280.79998447E-6,0.0,
,,,-280.59998294E-6,-144.0000087E-3,,,,,-280.59998294E-6,0.0,
,,,-280.39998142E-6,-152.00001001E-3,,,,,-280.39998142E-6,79.999998212E-3,
,,,-280.19997990E-6,-160.00001132E-3,,,,,-280.19997990E-6,0.0,
