Record Length,2500,Points,-509.999983478E-6,328.00000906E-3,,Record Length,2500,Points,-509.999983478E-6,79.999998212E-3,
Sample Interval,1.000000E-6,s,-508.999975864E-6,328.00000906E-3,,Sample Interval,1.000000E-6,s,-508.999975864E-6,79.999998212E-3,
Trigger Point,509.999984766,Samples,-507.999968249E-6,328.00000906E-3,,Trigger Point,509.999984766,Samples,-507.999968249E-6,0.0,
,,,-506.999960635E-6,328.00000906E-3,,,,,-506.999960635E-6,79.999998212E-3,
,,,-506.000011228E-6,328.00000906E-3,,,,,-506.000011228E-6,0.0,
,,,-505.000003614E-6,328.00000906E-3,,,,,-505.000003614E-6,0.0,
Source,CH1,,-503.999995999E-6,328.00000906E-3,,Source,CH2,,-503.999995999E-6,0.0,
Vertical Units,Volts,,-502.999988385E-6,328.00000906E-3,,Vertical Units,Volts,,-502.999988385E-6,0.0,
Vertical Scale,200.00000950E-3,,-501.999980770E-6,328.00000906E-3,,Vertical Scale,2.0000000,,-501.999980770E-6,0.0,
Vertical Offset,0,,-500.999973156E-6,328.00000906E-3,,Vertical Offset,0,,-500.999973156E-6,79.999998212E-3,
Horizontal Units,s,,-499.999965541E-6,328.00000906E-3,,Horizontal Units,s,,-499.999965541E-6,0.0,
Horizontal Scale,249.99999937E-6,,-498.999957927E-6,328.00000906E-3,,Horizontal Scale,249.99999937E-6,,-498.999957927E-6,0.0,
Pt Fmt,Y,,-498.000008520E-6,328.00000906E-3,,Pt Fmt,Y,,-498.000008520E-6,-79.999998212E-3,
Yzero,-880.000000000E-3,,-497.000000905E-6,328.00000906E-3,,Yzero,-1.6800000,,-497.000000905E-6,0.0,
Probe Atten,1.000000,,-495.999993291E-6,336.00002527E-3,,Probe Atten,1.000000,,-495.999993291E-6,0.0,
,,,-494.999985676E-6,328.00000906E-3,,,,,-494.999985676E-6,79.999998212E-3,
Note,TDS 1002B - 12:37:46 PM   2/13/2018,,-493.999978062E-6,328.00000906E-3,,Note,TDS 1002B - 12:37:46 PM   2/13/2018,,-493.999978062E-6,0.0,
,,,-492.999970447E-6,328.00000906E-3,,,,,-492.999970447E-6,0.0,
,,,-491.999962833E-6,328.00000906E-3,,,,,-491.999962833E-6,0.0,
,,,-490.999955218E-6,336.00002527E-3,,,,,-490.999955218E-6,79.999998212E-3,
,,,-490.000005811E-6,336.00002527E-3,,,,,-490.000005811E-6,0.0,
,,,-488.999998197E-6,328.00000906E-3,,,,,-488.999998197E-6,79.999998212E-3,
,,,-487.999990582E-6,336.00002527E-3,,,,,-487.999990582E-6,0.0,
,,,-486.999982968E-6,328.00000906E-3,,,,,-486.999982968E-6,0.0,
,,,-485.999975353E-6,328.00000906E-3,,,,,-485.999975353E-6,0.0,
,,,-484.999996843E-6,336.00002527E-3,,,,,-484.999996843E-6,0.0,
,,,-483.999989228E-6,336.00002527E-3,,,,,-483.999989228E-6,0.0,
,,,-482.999981614E-6,336.00002527E-3,,,,,-482.999981614E-6,0.0,
,,,-481.999973999E-6,328.00000906E-3,,,,,-481.999973999E-6,0.0,
